round,pickRound,pickNumber,PickValue,MlbRank,SigningBonus,MlbID,PlayerFirst,PlayerLast,UseName,MiddleName,BirthDate,PrimaryPosition,HomeCity,HomeState,HomeCountry,BirthCity,BirthState,BirthCountry,SchoolName,SchoolClass,SchoolCountry,SchoolState,Height,Weight,BatSide,PitchSide,DraftedTeam,MlbVideo,MlbBlurb
5,10,147,"$367,900.00",104,$0.00,671088,Tanner,Morris,Tanner,,1998-09-13,SS,CROZET,Virginia,USA,Crozet,VA,USA,Virginia,4YR SO,USA,VA,74,190,L,R,Toronto Blue Jays,https://atmlb.com/2MdunED,"Morris was a solid prospect who played for former closer Billy Wagner in high school, albeit one who was 19 years old and with a strong commitment to the University of Virginia. After a solid first season as the starting shortstop for the Cavaliers, Morris' All-Star turn in the Cape Cod League raised his profile, and he's continued to hit extremely well as a Draft-eligible sophomore. Morris has a very good track record for hitting and most scouts believe he'll continue to hit for average at the next level. The left-handed hitter sends a lot of line drives the other way and controls the strike zone extremely well. Virginia's home park is not conducive to power, nor is Morris' current approach, but as he continues to learn how to turn on pitches on the inner half of the plate as well as fills out his 6-foot-2 frame, there could be more pop coming in the future. There's less belief in Morris' ability to play shortstop than there is in his bat. While he has decent hands and enough arm, he's not a runner, with most thinking he'll profile better at second base as a pro. Virginia has a good track record of producing players with a strong foundation for hitting, with many of them going on to add power as they developed. That's the hope for Morris, who could be a solid offensive-minded second baseman when all is said and done."
5,11,148,"$364,400.00",,$0.00,687797,Nathan,Jones,Nathan,Wayne,1997-01-06,P,SHREVEPORT,Louisiana,USA,Shreveport,LA,USA,Northwestern State,4YR SR,USA,LA,73,200,R,R,New York Mets,,
5,12,149,"$360,800.00",62,$0.00,683735,William,Holland,Will,Christopher,1998-04-18,SS,LAWRENCEVILLE,Georgia,USA,Atlanta,GA,USA,Auburn,4YR JR,USA,AL,70,181,R,R,Minnesota Twins,https://atmlb.com/2HP50Dr,"Holland was one of the most improved players in the Southeastern Conference last year and continued to hit with wood bats in the Cape Cod League. His all-around game gave hm a chance to become the first position player taken in the first round out of Auburn since Gabe Gross went 15th overall in 2001, but an awful junior season at the plate has confounded scouts. He has spread out too much in his stance, slowing his bat and creating holes in his swing. His offensive profile is different than that of most shortstops in that Holland's power stands out more than his hitting ability. He has an unconventional right-handed swing and an overly aggressive approach, but his bat speed and deceptive strength give him surprising pop for his size and position. He has plus speed but still is learning how to turn it into stolen bases. Holland's quick hands work well in the field. He still can smooth some things at shortstop, but he covers ground and has the solid arm to make all the necessary throws. He needs more offensive and defensive refinement than a typical college prospect but has the upside of an up-the-middle guy with 20-20 potential if he can recapture his 2018 swing."
5,13,150,"$357,100.00",,$0.00,686763,Gunner,Mayer,Gunner,Todd,2000-07-27,P,STOCKTON,California,USA,Walnut Creek,CA,USA,San Joaquin Delta College,JC J1,USA,CA,78,190,R,R,Philadelphia Phillies,https://atmlb.com/2WCKtf4,
5,14,151,"$353,700.00",175,$0.00,668831,Garrett,Stallings,Garrett,Herbert,1997-08-08,P,CHESAPEAKE,Virginia,USA,Chesapeake,VA,USA,Tennessee,4YR JR,USA,TN,74,200,R,R,Los Angeles Angels,https://atmlb.com/2HFXWdz,"Stallings threw a shutout to win the title game of the heavily scouted 2015 World Wood Bat Association World Championship showcase, but his polish stood out more than his stuff. That contributed to him going undrafted the following June, as did his commitment to Tennessee. He still fits the same profile in 2019, but three years of success as a member of a weekend rotation in the Southeastern Conference should get him picked in the first four or five rounds. Stallings lacks a true plus pitch, but he has several effective offerings and there's no clear consensus as to which is his best. Though his fastball velocity is nothing special at 88-91 mph and a peak of 93, his heater plays up because he sinks and commands it so well, and it works well in concert with his changeup that features similar movement. He has improved his curveball this year, and both it and his slider/cutter can be solid pitches. Without overpowering stuff, Stallings has little margin for error and thrives by limiting his mistakes. He has tremendous feel for locating, manipulating and sequencing his pitches, and he tossed complete-game shutouts against two of the SEC's better clubs (Georgia and Mississippi) this spring. He tunnels his offerings well, adding to his deception and his chances of becoming a No. 4 or 5 starter."
5,15,152,"$350,300.00",191,$0.00,682202,Conor,Grammes,Conor,Vaughn,1997-07-13,P,MC LEAN,Virginia,USA,McLean,VA,USA,Xavier,4YR JR,USA,OH,73,200,R,R,Arizona Diamondbacks,https://atmlb.com/2wqyFxO,"More of a power hitter than a pitcher in high school, Grammes won nearly as many Virginia state wrestling titles (two) as he pitched innings (three), and he received a walk-on opportunity at Xavier only after emailing the program. While he has posted much gaudier numbers at the plate than on the mound with the Musketeers, he'll definitely become a full-time pitcher as a pro. He turned down the Orioles as a 35th-rounder last year as a sophomore and should go about 30 rounds higher this June. Grammes offers some of the best fastball velocity in the Draft, working at 95-99 mph as a reliever in the past and at 93-95 as a starter this spring. It doesn't feature a lot of life and he struggles to command it, so his heater can get hit when he leaves it over the plate. Similarly, he can throw some sharp low-80s sliders and also get into trouble when his breaking ball flattens out. Grammes has shown little feel for a changeup while trying to incorporate a third pitch as a starter this year, and he'll probably scrap it as a reliever at the next level. Though he throws with some effort, he has made some progress cleaning up his delivery and has the athleticism to continue to improve. He has little history of providing strikes or consistency, though he never has concentrated solely on pitching either."
5,16,153,"$346,800.00",142,$0.00,669937,Tyler,Dyson,Tyler,,1997-12-24,P,BRADENTON,Florida,USA,Bradenton,FL,USA,Florida,4YR JR,USA,FL,75,210,R,R,Washington Nationals,https://atmlb.com/2HL8c33,"For the last three years, a pitcher from the University of Florida has been selected in the first round. Lefty A.J. Puk went No. 6 overall in 2016, with Dane Dunning going at the end of the round. It was Alex Faedo's turn in 2017, while both Brady Singer and Jackson Kowar were taken in the opening round of the 2018 Draft. A strong spring could have vaulted Dyson into that realm of this year's Draft, but the right-hander has struggled, losing his spot in the Gators' rotation. Dyson still has plenty of power to go after hitters when he wants it. His fastball will touch 96-97 mph, and he consistently reaches the mid-90s. But a lack of life has meant it's gotten hit hard when he throws it for a strike. He has struggled to throw his slider, which had flashed plus in the past, for a strike, and he hasn't been able to develop a reliable third pitch, so college hitters have been sitting on the fastball. He has a tendency to not drive through the ball and can be too rotational, giving hitters too good of a look at the ball coming out of his hand. Because of his struggles, scouts have a hard time projecting Dyson as a starter at this point. If he can refine his fastball-slider combination, some see a ceiling as a setup type who can pitch the seventh or eighth inning, though a team taking him early in the Draft could send him out as a starter with the hopes of fixing what's ailed him this spring."
5,17,154,"$343,400.00",,$0.00,687352,Grant,Ford,Grant,,1998-03-11,P,RENO,Nevada,USA,San Jose,CA,USA,Nevada,4YR JR,USA,NV,73,175,R,R,Pittsburgh Pirates,,
5,18,155,"$340,000.00",,$0.00,671162,Sidney,Thomas,Connor,Connor,1998-05-29,P,OMEGA,Georgia,USA,Tifton,GA,USA,Georgia Tech,4YR JR,USA,GA,71,173,L,L,St. Louis Cardinals,,"Thomas knows how to pitch. The 6-foot, 170-pound lefty has good deception, and he pairs his 86-89 mph fastball with a very good slider. He's stepped up and performed all season for No. 3 national seed Georgia Tech, going 9-2 with a 3.11 ERA in a team-high 16 starts -- including three complete games and shutouts against Louisville and Pitt. He leads the team in both innings pitched (113) and strikeouts (103). He took a tough complete-game loss in his first start of the NCAA Tournament, allowing only one earned run in 8 2/3 innings but giving up a walk-off home run to Auburn's Steven Williams with two outs in the bottom of the ninth."
5,19,156,"$336,600.00",160,$0.00,668853,Austin,Shenton,Austin,Prendergast,1998-01-22,3B,BELLINGHAM,Washington,USA,Spokane,WA,USA,Florida International,4YR JR,USA,FL,72,195,L,R,Seattle Mariners,https://atmlb.com/2Wd17lS,"After a very strong Cape Cod League season last summer, scouts were excited to see what Shenton did for an encore in his junior year at Florida International. A transfer from Bellevue Junior College the year prior, Shenton really struggled out of the gate, at least in part under the weight of his mother undergoing cancer treatments across the country, but he started to swing the bat better as the spring wore on. Shenton does have a really good left-handed swing when he's at his best, using the whole field well, giving some the belief he'll hit for average at the next level. After he started slowly, he might have tried too hard to catch up and was jumping at the ball and wasn't on time with his swing during games, though he did reel off a long hitting streak to bring his average up. There's some pull power to tap into, though he's definitely a hit over power type of offensive player. With a thicker build, Shenton's range is a little limited, and a hamstring injury this spring didn't help, but he has the chance to be adequate at third with a solid arm. If third doesn't work, he could be an offensive-minded second baseman or perhaps handle left field. Scouts who like Shenton and think the guy they saw in the Cape is who he is see a little Kyle Seager in him, though his slow start may have turned some teams off. This might be an opportunity for a team to buy low on a college bat on Day 2 of the Draft."
